business_id,positive,negative,proportion,stars
Ak08F6RqjHYmVCzweBbTrQ,28,4,0.875,3.5
vx4YAA02Qz6khRD1fZ1MFA,101,15,0.8706896551724138,3.5
YRyYbOSwvHkZsZOLv98oQg,117,9,0.9285714285714286,4.0
M9zu5KTyVwVC-45Mn8Wp0g,14,1,0.9333333333333333,4.0
ibFdignja_hNpgCjDYP7Ug,25,4,0.8620689655172413,4.0
g-I48SaHtdIGR5ZEoVeNFw,58,4,0.9354838709677419,3.5
dyq9my28t5NW8N-6s8OgfA,17,1,0.9444444444444444,3.5
wZvSsHFU0NdyQ03625kh6g,16,1,0.9411764705882353,3.5
BJW6rCMoWcn8fDFhbMVyEQ,11,0,1.0,4.0
ibkwcLZwaJ1pnPJVaI_-uA,17,0,1.0,4.0
7OANCScfnOAGFsy-yuVjLA,5,0,1.0,4.5
bQ_wtZvMb__OhprY5bF9aQ,46,3,0.9387755102040817,4.0
3dw6xhzG08htY5HcL2OjeA,15,2,0.8823529411764706,3.5
_LL6zdQBWKIAbNKeg3uBFA,3,0,1.0,3.5
2VtTzskzFcwVnXgGYsY1lQ,8,0,1.0,3.5
LrxDRg8SQdgHMoz3TSAYFg,10,2,0.8333333333333334,3.0
EhuKnhTKJTm_EZ_QGe7PvQ,17,3,0.85,3.5
cemMv5hvZZPj-_1V4xT9rQ,4,0,1.0,4.5
IfUkm42SB9D0m_ZbkQ711A,17,0,1.0,4.0
viB8KE-lqVzuaeyh6M4Xhw,9,0,1.0,3.0
d1_Ko1DQ4QyB9BjnCFjVLw,14,2,0.875,3.5
krysT2aEJWNoEUYFF7JmkA,3,1,0.75,3.5
RZFryvOkznd4jtpj8PbSzg,38,3,0.926829268292683,4.0
LV-oONzEA22qiBEFK1sckA,25,0,1.0,3.5
AtxhcA7jzbAktzxvo0qYIw,3,1,0.75,2.5
p3YqOYELqXtLyHz9T49p_w,29,4,0.8787878787878788,4.0
k2nKYEvhEFprPxqQfTxDuQ,8,0,1.0,4.0
IEJFia0wQX7UezfXsenI5g,6,0,1.0,2.5
cfSuc4q7pQLF28mMbx1MRg,8,1,0.8888888888888888,4.0
Fwt0ia7H80q_mHLvrf1gzQ,18,1,0.9473684210526315,3.0
ovtlrcsVRlgZZQUlHs_ovw,26,8,0.7647058823529411,3.5
NXN_rVXsvJJVgm47k99Gtw,12,0,1.0,4.5
7ra_3K_ZebXNjMpaC6yVow,11,0,1.0,4.0
u4sTiCzVeIHZY8OlaL346Q,66,4,0.9428571428571428,4.5
Mi5uhdFB9OJteXPd0_IKfw,10,2,0.8333333333333334,3.5
Plgl3kUGQHGqaZ-DESTYCA,6,3,0.6666666666666666,4.0
aKEEQqL1UFMieilnylI1gw,61,8,0.8840579710144928,3.5
bvGdqJ-SeGdIHX-HEabwlg,22,0,1.0,4.5
WVCSiyXjEORiWEet8asURA,13,4,0.7647058823529411,3.5
5QNXZcclknB2PkfeN7FJWQ,27,4,0.8709677419354839,4.0
LPCFfrQow0kl7EABuM7VDA,34,4,0.8947368421052632,4.0
utC9M5BetVY6GECRyZeLEw,9,2,0.8181818181818182,4.0
fdS9moyk-R84-DgY5xrCRg,1,0,1.0,3.0
COgwFthJpS4We16W5Gf4lw,15,0,1.0,4.0
dPxZI9lrKTl5dvFfnb1_Ig,21,1,0.9545454545454546,4.5
Y1WIH4jstH846oWcDnoZLw,10,0,1.0,4.0
ghDNHpqETRJGxG5iUtaZtw,71,8,0.8987341772151899,3.5
MNaPOkqm2vKeNG8EqkZWCg,33,2,0.9428571428571428,3.5
qpcZSHPLb8gTCI2T0XSYsA,74,3,0.961038961038961,4.0
tQm5R5UsWBzxsOGLPjfLJQ,34,1,0.9714285714285714,3.5
EHIUp6lUabQCtQ4SVZitQw,33,3,0.9166666666666666,4.0
Snfb8_wVuswY0IdWgoWAKw,4,0,1.0,3.5
wT1mRdUeZRNgMB81s3dJDw,5,0,1.0,3.5
3u4AsqA8glBmGuxtNx5mdQ,8,3,0.7272727272727273,3.5
i1Xkm22_96GNVVOXSUoL0A,26,4,0.8666666666666667,3.5
vJvEKFtQ8Am95tWEkiwOGA,30,7,0.8108108108108109,4.0
Zsz_dLOEwihJHvMTK9a8Vg,2,0,1.0,4.5
ZIUs7gncPOX0OXr1ZYviAQ,16,3,0.8421052631578947,3.5
6ZMrT3rIB2XedgZ4SBu9sQ,7,0,1.0,4.0
ieMz5kx4JFm0g0bmPzCC-A,4,2,0.6666666666666666,3.0
pa2Y633N7lG7SHCIriE8GQ,1,0,1.0,3.0
jfmyj519pg2flxGEQ2xdPg,32,6,0.8421052631578947,3.5
id0K2DhGNocMRMoBcvCsyg,4,0,1.0,4.5
YavRvjbLsvh4DYDJPAfJIA,32,5,0.8648648648648649,3.5
Wg4jlAgOUB51aX1c3ex9GQ,10,0,1.0,4.0
tSzIHI6ioblP1WEQAQNbhw,12,3,0.8,3.5
7ABOYoF6DeUnX-jTYH14wA,6,0,1.0,3.5
uU8up3hGwW9qnzQD1HZsMQ,8,0,1.0,3.5
ym5FOqL6tGbgynzwKMHZuw,46,5,0.9019607843137255,3.5
faTB5Lg-blm8MG-y6KUOrg,7,0,1.0,4.5
QUH62pA1CN0LiuIF1pPJnQ,3,1,0.75,4.0
PMI_22D7bl8MMI6mCqN2qQ,4,2,0.6666666666666666,3.5
x9SL1nCaUYM4JP91UrVkxQ,20,3,0.8695652173913043,3.5
E6tGAYZ2J1EIwCDHtVI1yg,3,0,1.0,3.5
oamNMwd8kKOmrTu3C6qOeg,2,1,0.6666666666666666,3.5
THsmhy9NXI6WOEhVnrv01A,7,1,0.875,3.5
T_YWS3Rp7-iu69VS5jcQPg,18,3,0.8571428571428571,4.0
cNz2tTTAPmdeAq6HnGeo8w,15,1,0.9375,3.0
Z6_gRH_m8FQlKgsNkZKmTg,15,1,0.9375,3.5
q-zZgXKAQFLEgMp9ZNllgQ,131,6,0.9562043795620438,4.0
gVILTnDFDsVuVdxFVkRK7A,8,3,0.7272727272727273,4.0
dgtnRh4A3kowZz_b7AgZqQ,4,1,0.8,3.5
9sbXPpRC_wDhCsp7qG2PDw,19,1,0.95,3.5
aRbUf7je5wv5ihTrB4vDhA,14,1,0.9333333333333333,4.0
pyqnGlIfP9Zw8LLxBjyAiA,94,10,0.9038461538461539,4.0
CtgMikdX5pWr6o6_Ujydrg,5,1,0.8333333333333334,4.5
BsvCTCVG7lrzXZ68VyyIcg,10,0,1.0,4.0
7GSBz8XKGkX0f1XRJwBH_Q,18,2,0.9,3.5
9_OPjioLbD9Q_zAeHfv6kw,34,3,0.918918918918919,3.5
dJnF_GUWdoX3tUucpKbYMg,12,3,0.8,2.5
PdfyzKoGrCoFFhPlnOpqfw,4,1,0.8,3.5
stK7zVTmMar1ThpzT0Wjvg,42,2,0.9545454545454546,4.0
cNNOcuykCG0yNDzevqBKIg,2,0,1.0,2.5
vx5CbYuuIq_CHxjov5kj1w,6,1,0.8571428571428571,4.5
5zDP3Y2hdh6GJL9DVbQ2KA,41,4,0.9111111111111111,4.0
uUvnimNxg15Ds9r0SC3oMg,13,2,0.8666666666666667,3.0
PZjUi1svogVLSwhy-mBpNA,7,0,1.0,4.0
zIfCWjZ0RAe8YVMSPZdOdA,8,4,0.6666666666666666,3.0
HaPwC4nxs6RPfe1pAQkQ4A,29,3,0.90625,4.0
POiWEckMIOqX7TgBxXgCzw,3,0,1.0,4.0
lweobd-AOEP1lYNTfhuHhQ,4,2,0.6666666666666666,4.0
mLeAFPQ9fy5pYCTp0xjJkQ,16,1,0.9411764705882353,4.0
PAJlmByrU8zAB3WsXxA30Q,10,1,0.9090909090909091,3.5
ekdXu37aegXyIE2OhP2fQw,9,0,1.0,3.5
jOJaJatp88cqnkVo8D8RJg,70,5,0.9333333333333333,4.0
XNboW0mRBApLxIzoXvhHNA,9,1,0.9,3.5
VAEMdy7M4Cm0fn_Itteemw,6,0,1.0,4.0
PSRZaGGxXmOmabL2si8pKw,21,4,0.84,3.5
nveeiYhDhj0WJu1JUmx9fw,15,1,0.9375,4.0
eJab5373h0eZiOYnMPG4dg,18,2,0.9,4.0
iBvF9Oy9UdOrXvTlxNHyqw,5,1,0.8333333333333334,4.0
rNqSjfRM09T-VOjRTAF66g,32,2,0.9411764705882353,3.5
VxgjMl8tQrT4idJW_z8daA,7,1,0.875,4.0
6WDDksGLLehfQDIvQXzR5w,11,0,1.0,4.0
Se63tFm5tLlO5wuUlyww8Q,37,4,0.9024390243902439,3.0
pkEYhukWbbnvfhcx5B_qmg,8,1,0.8888888888888888,3.0
0i9S0BejjRv0ZDwdO9XymA,6,0,1.0,4.5
AoW2A9bi4g_0AS2uKOPLUw,2,1,0.6666666666666666,4.0
lMx29wnA8FxJMcDoME_VoQ,0,0,,2.5
whAwdYVty-jSNRhrYT2zHA,74,12,0.8604651162790697,4.0
1FDhJNAuPXRGbMi9x0muGA,5,0,1.0,3.5
4IXTkqYmAO4XH4nXnwc67w,5,1,0.8333333333333334,4.0
aPwWn5KBNMOEYjlYwXRORw,10,0,1.0,3.5
7ULRdJfVo2-Og5ZoGOECFg,5,0,1.0,3.5
SgPfkKWoG-23WMWQCT8ymg,4,1,0.8,4.0
u9R0_pvEkl7QGPJYH3j1sg,32,4,0.8888888888888888,4.0
5cXym2kMtJgKeaxdF2SrJA,7,1,0.875,3.0
VPcFNI-6HICR5SJM--KjNA,4,0,1.0,4.0
xLy3aWEbtpoUSVdjuHBS0A,17,1,0.9444444444444444,3.5
Wht6JaY_yLIb3usuPvSulA,3,0,1.0,3.0
aLIJSHJfLQuFu3CamjOS2Q,10,0,1.0,4.5
hm5Tgbj-IWQqe-ImqnBaNg,9,1,0.9,3.5
wcYar8rgLFA7Mu3wJUqEgQ,5,2,0.7142857142857143,3.0
YstdDnNa6h_ms3Ys7Pz4uQ,6,2,0.75,4.0
3TRgD3KLVis61eGvMZrykA,17,1,0.9444444444444444,4.0
iPyhXWQ2LVSgBlQA4vqKJw,5,0,1.0,3.0
jmeDvVx3wzCBlTBN7XNb-Q,11,1,0.9166666666666666,3.5
QkG3KUXwqZBW18A9k1xqCA,2,0,1.0,3.0
8rzIvM4Q596MI2pVlp67BA,3,1,0.75,3.5
QARy4UUOQogMjDp9jP-YVg,12,1,0.9230769230769231,3.5
u5wmbtWjMyaiJpAbP2xoEw,10,3,0.7692307692307693,3.5
mBU4G-eh-GN2Tp1X-uLb3A,6,0,1.0,4.0
SXnXItivyE3i3FQbydak-A,7,0,1.0,3.5
Q4RSmF0s-AkaegrLFCLEbg,18,2,0.9,4.0
frbjknDtv8zXaA1H4XEfYg,5,3,0.625,3.5
bbFjlDYqeZvHFfitD9nFIg,11,3,0.7857142857142857,3.0
Tc511yME8axDPq2J6woxkg,6,0,1.0,4.5
SVMR0kRmdd-bbSNTTECJBA,17,1,0.9444444444444444,4.0
8keN8Z2sylAEXgMCJMQpDg,18,2,0.9,4.0
iP3E7Nl_cGA3xWCORkoLGw,7,1,0.875,3.5
XbooiPex1pWSy_pfPlavnQ,7,3,0.7,3.0
ndE42tcNzqjSEW_Ciz2BOw,11,1,0.9166666666666666,4.0
JR2ma-JU1CO_xVD_p5-RPw,22,1,0.9565217391304348,3.0
4ugJ4F8jDJ9-2dEiZ47wLg,14,0,1.0,4.0
uNjoyF_qlLqOSEEYVpTkLg,12,1,0.9230769230769231,3.5
cJzv3fbd7jL2ZHyFosFkOw,26,0,1.0,4.0
FkUcjHK7oQJIvZtUGjDxMQ,8,2,0.8,3.5
VOYaepRuVcE6FCPJsbXCJw,12,1,0.9230769230769231,4.0
2wFSVah7gU9ImNuBHwIaDg,5,0,1.0,4.0
ASC3JV2Jh09lTyJZ98UMFA,13,0,1.0,4.0
vEwazCciremwBgkRJgfXtw,7,0,1.0,4.0
aMR9D5NnpQ3rjtxXt8ZBpw,6,0,1.0,4.0
Qe71AVaQZW9EbATLpCec0Q,11,0,1.0,3.5
9P23-V64kYz3trn9ecaJJA,25,1,0.9615384615384616,5.0
01Ov9eDxKRY5k6ImMdiWLQ,29,4,0.8787878787878788,3.0
E6DmUAHfSRCEakvknot-zA,16,2,0.8888888888888888,3.5
rnvsL0oFZpzpO61GXqBF6g,24,2,0.9230769230769231,4.5
6hkHrWb82XfJdZ-SJmCKCg,14,0,1.0,4.0
yVhEA59Q4vcfQ6z7mIqysg,9,0,1.0,3.5
ZLG7N4VDGzo7V0ViITi93Q,4,0,1.0,4.0
KOAYl73BQ-2tQe0Q-SA9jQ,9,0,1.0,3.5
J07TDs6qnTIaxm48EL1cKQ,39,4,0.9069767441860465,4.0
CipRVpM7YzsE-9U9wf2YNQ,8,0,1.0,2.5
tdmpHupBal8ctbYyI8HtBw,4,1,0.8,3.5
1MrSwj8i2VEBHdp3IsWCpQ,10,3,0.7692307692307693,4.5
awI4hHMfa7H0Xf0-ChU5hg,108,6,0.9473684210526315,4.5
skQ-HIR664Ivp2-A4kOfnA,16,0,1.0,3.5
vOMDU31gdylrzBhAKC9QbA,18,1,0.9473684210526315,4.5
XJbTtaUgBCXZhhWt1_rYqA,38,3,0.926829268292683,3.5
-wCtRhzWJ40Z4F8mmg7kWg,23,3,0.8846153846153846,4.0
inlFU8EIUAoSeqLfzghakw,3,0,1.0,3.5
JYgoAQHdJWKPArQDvBEBng,15,1,0.9375,4.0
7GoKSLqOTDqkH_Uv9ve5cA,8,1,0.8888888888888888,3.0
_QvGAqMmrUIlxpby2Ul5Dg,17,3,0.85,3.5
PSY6Fpn6QRC-yWcz0Jnm1w,1,0,1.0,4.0
S6dARuOrrOXd4xSiTHti8g,7,0,1.0,3.5
-dFfucHmOtgDmDneps-mgA,17,0,1.0,3.5
JZKefaX9VXvmkcfMmbyrEg,2,0,1.0,3.5
4s_cPDS_AkLP1fXMJPqB2w,23,4,0.8518518518518519,4.0
fcWkZgmzRsm3H4egzSrV_A,64,9,0.8767123287671232,3.5
2PCmdNMtG3zLp7dBH4Gxfg,7,2,0.7777777777777778,4.5
VMeXFzWwBF2PSHx6EpII4A,6,0,1.0,5.0
5O02gK9VpnLZNC-aFnp6lQ,6,0,1.0,3.5
w5CSi-An5meLnxjKSFn0wQ,85,6,0.9340659340659341,4.0
oQi2rgl-ajKDoTAaceLBag,5,0,1.0,3.0
dHgbL5EAEawIcqk6aXe2Ow,2,1,0.6666666666666666,2.0
bLtC8xJXkd1b6MT0KjnSvw,19,4,0.8260869565217391,3.5
YXsu4fVoubcXvxZP-eT2vw,9,0,1.0,4.5
BH0K6SxPnY3wTRB7tA27hQ,8,1,0.8888888888888888,3.0
RADloW1UROUn4FJFU4JJNg,18,2,0.9,3.5
o0aGMe0ukXSJgd4QefM6cQ,7,0,1.0,3.5
CrwL7Y-jdzno4mmV7CN67A,9,0,1.0,4.0
Yv2hfGhK4-6tkwpmMCOgSw,7,1,0.875,3.0
0a2O150ytxrDjDzXNfRWkA,56,4,0.9333333333333333,4.0
u1m3qTIrhZhwNjMT6n-M8g,3,0,1.0,4.5
Qf6EnIzKqhXQg4YNkVAqHQ,11,1,0.9166666666666666,3.0
nFVqjh-JCOuV2Uci1ZfJ_Q,61,3,0.953125,4.5
bAdlbqHs4ayJxOXOUFQDyw,18,2,0.9,4.0
WpI5MZC3XzlTpcUOKXzCbA,50,3,0.9433962264150944,3.5
UKUiJtXl0kXIUgK5tjReIA,4,3,0.5714285714285714,2.5
OqiGriMzxocWaIJR9tic_Q,5,1,0.8333333333333334,2.5
TBHpa0OX9WnWdlrti-KBxQ,7,0,1.0,4.5
LVkILnI-bXtlCJggb3hfkg,4,0,1.0,4.0
AUOlDSQ8R2wIkN4lQ4kVDg,16,1,0.9411764705882353,4.0
mxMwo3zfJwVoCIayeNcA5w,30,3,0.9090909090909091,3.0
rX55-phMl0GEDjNiwb8Cuw,8,0,1.0,3.5
0V1cInGtsWicRkgoNx7imQ,2,2,0.5,3.5
iGEvDk6hsizigmXhDKs2Vg,77,4,0.9506172839506173,4.5
dR3HS1tLVo53KO7F8BF6og,12,0,1.0,3.5
DkZuVzYuylBanEsWK7mNGw,59,3,0.9516129032258065,4.0
wKmDYX_XuYCbIerCbYfWnQ,5,2,0.7142857142857143,3.5
OBzPCuDTMBF4xijlnffnDw,20,1,0.9523809523809523,4.0
CVKOPzBVOj3_apFUmZ9ZWw,84,2,0.9767441860465116,4.0
Qqu_MRaus17-4VVmzXq1_g,9,0,1.0,3.5
puAbLedY3pNlPA_TS5OjYg,1,0,1.0,4.0
hisaMvsxMzo08xigPIwXiA,3,0,1.0,3.5
K1nwSvx14on6eVBbu5E9rA,44,3,0.9361702127659575,4.0
5Dccw539NNtnyCgTu5ed5A,31,2,0.9393939393939394,3.5
y1eeVRfJa22CCpUCeNfrSw,41,7,0.8541666666666666,3.5
SDGcYzTEk_YwG0Qnl2CTxw,4,0,1.0,3.0
TF4iJDrgB_ygfJWN4POg8A,8,0,1.0,3.5
b4LmLgVdbhM-nc1IZc5Weg,19,3,0.8636363636363636,4.0
n8_OgIBErn-7TCIr4Sn2rA,5,0,1.0,4.5
fJtjIiT8nW3rnC1GMVA68g,5,1,0.8333333333333334,4.0
pEFO_hU3DNA61XnIpVGkJQ,6,0,1.0,3.5
6QKauV9Qt9VgX38-R7Q--g,3,1,0.75,3.0
SWhHaWFuijy_KDs0zVCJog,51,7,0.8793103448275862,4.0
-bMZCfTK7fxFaURynKpBMA,28,1,0.9655172413793104,4.5
R9cM1tmBkQ03lnbE_a-U4Q,10,3,0.7692307692307693,3.5
G_mqw9nNYDFkwtCe5Jd8QA,25,2,0.9259259259259259,4.5
dNHDXn2ot4mFc2YfIFBNhQ,10,4,0.7142857142857143,3.0
A26EdvXPLzDXWg0AYVAdAA,5,2,0.7142857142857143,3.5
orMlHMLyHSldYgzfFTaeoA,27,2,0.9310344827586207,3.5
82hYL5WPQpvxg8ekDsB83A,9,0,1.0,2.5
G9SOoi_tdUUeYLEzTRqPxw,8,0,1.0,4.0
buacGSEw8yLGJo8g-i02wg,51,3,0.9444444444444444,4.0
WbS58nfQQZaxWk1BUPBuJQ,14,2,0.875,4.5
FCP5hYaTtn6dkpmZ_NTvEw,25,3,0.8928571428571429,3.5
NhwwW_5JxYHQE4Zlfhu_5w,3,1,0.75,4.0
gK_8-iwivfBEuouSWyzMBQ,12,0,1.0,3.5
TVKenh65WwJX3zEr36zKCA,11,2,0.8461538461538461,4.0
HmeRzfULqmvcx_3TRe_tBw,4,2,0.6666666666666666,4.5
6Vyp-9i1jzwK_bvisuPJpQ,126,13,0.9064748201438849,3.5
hSbCSR7F8HAwfoZcm0jpww,2,1,0.6666666666666666,3.0
7JR42RkKub9bsBSeXfAjew,8,3,0.7272727272727273,3.5
GIlFumyLyrKu-3xA_xZNQg,7,1,0.875,2.0
Lu2JB7jgvrrYqba1grvkFw,6,0,1.0,3.0
Lau3N654yNyWdIIybea1uA,34,4,0.8947368421052632,3.5
AfN3Z1U6QPEgAb5F2CQm8w,46,2,0.9583333333333334,4.0
3MdLnbpkvTcsKkMszUv_3g,35,1,0.9722222222222222,4.5
EUhjQecCVsyxPXE20DFsaw,11,1,0.9166666666666666,3.0
UDE4VL0k8Zrko7RkJ4agGQ,10,0,1.0,3.5
AU0nAy3u42RIoHCDOJ4JDA,9,0,1.0,2.5
oPGUbqBpHNZvVu9gAFJbMQ,4,0,1.0,4.0
s2oTzh21fWMXy4YrSAq_wQ,5,1,0.8333333333333334,3.0
XjmHPe0H91BlJ3gwJb7OiA,27,6,0.8181818181818182,3.5
kaQngr_Bykn49-FiM8W5xg,5,0,1.0,3.0
HoKXKkW8oC9q8XnjKLulRw,39,11,0.78,3.5
Zps5RW0brl-s43OvlCgZAQ,9,2,0.8181818181818182,4.0
4DfdGNc9Y6H-hAwC73bSnw,4,0,1.0,4.0
AktuBx1W7c3ZdzwuaOp8xg,9,3,0.75,3.0
KhWl4Mwhm_Oqq0zIIz-0wQ,86,7,0.9247311827956989,2.5
Quayv4ZFz7z9xKQHnXbQQg,8,2,0.8,4.0
nDfN1RkA40anfzjFGRO8qQ,10,0,1.0,3.5
lBuvkPla_tRrPgNjNWwLIA,3,0,1.0,4.0
BndplCo6DSSIUSP5wOEF0w,7,1,0.875,3.5
oCULDH0GWWLM4GdLSt0Huw,4,0,1.0,3.5
_j-JBXnTuXclA1lEzzezmQ,1,1,0.5,3.5
mX9wWpoz1x6-snTvxlIOOg,4,0,1.0,4.0
0s1DqJlSSgR1Ftg9Q_HEOg,9,2,0.8181818181818182,3.0
0EpnzIpeFvhISkxMTIv9WA,6,0,1.0,4.0
GPVHfoDjSOivqgIDjIOA-Q,13,2,0.8666666666666667,3.0
MVHGmZEwtKrXH11ySGweEw,50,6,0.8928571428571429,4.0
jhdrw0UTPtvNbcltt85Lcw,14,1,0.9333333333333333,3.5
eI1n8YoS2xKCCpkLQp-CYA,27,2,0.9310344827586207,3.0
fP-26GHwqVt07cgAAaC2IQ,4,1,0.8,3.5
36ckWelVitpgX16g7lecqA,3,2,0.6,3.5
_Ss4d4dYzehTmWJGpkqL7w,6,0,1.0,3.0
e9FftJq9v_porLZT7iSEhg,6,1,0.8571428571428571,3.5
hTZGMEKTtaY0wwB-czFxxA,14,2,0.875,3.0
4n-dVQjgPPSg_xxuLB_QLQ,8,3,0.7272727272727273,3.0
RGGOEmgtKXXZI91IXHEuIA,3,0,1.0,3.0
K3NW8TEu4QRQvFvHer8v4A,6,1,0.8571428571428571,4.5
zOHQdGK6D3S0rvyNsrQi0Q,5,0,1.0,3.0
3sPSc8NBvrkXi7scpRYDLg,11,1,0.9166666666666666,4.0
omGsmF_9EgoPCfoRioCrcA,7,2,0.7777777777777778,4.0
m5PCxfNdQe0XPGVboo_NwQ,1,0,1.0,2.5
NblDm3wwmniqsAgedLSTwA,15,3,0.8333333333333334,2.5
L2W0QLXIIR5MEmhQwZk-iA,5,0,1.0,4.0
wrs4Zbz17q_G49AIRxRPVw,10,2,0.8333333333333334,3.5
3gdjVkNeUa9piW9H708Aig,6,2,0.75,4.5
cWGk2R8rNw7-X_DpNaBeCQ,6,0,1.0,3.5
oE1EuKY2GmpfIiSGy3YmGw,2,1,0.6666666666666666,3.5
zcScEL0WEdFkROcnz5379g,62,3,0.9538461538461539,4.0
X_3O5pHSI-w-F5yMJOldlw,10,2,0.8333333333333334,3.0
YbynHsi3Nf7YhftGIYm4pw,5,2,0.7142857142857143,3.5
axnI-1l2a_kydvL12-toIQ,15,1,0.9375,4.0
JOrz9T33rVHDbusIKPj96g,12,1,0.9230769230769231,3.5
5TY6bUT3bbl9aHItiIXXqw,30,3,0.9090909090909091,3.5
z5dE6ACPVnoyOOiAynMhmw,11,5,0.6875,3.0
fTfX3vGrV8GYBGcfweY6Kg,13,2,0.8666666666666667,3.5
REfM-TpPnDSpgAMB_puQbw,2,1,0.6666666666666666,3.5
S599hCA4kJJO3_b6SRFKoA,30,4,0.8823529411764706,3.5
4S7vWgarCkYjSaN8vrTV9g,5,1,0.8333333333333334,3.0
2z7xERz1Nonyw8Kjr4SffA,9,1,0.9,4.5
Yqgyx8SJ5SqFYc-4yH6Z1g,6,2,0.75,3.5
GSiAgRigPwSvXeR7emLSiw,12,5,0.7058823529411765,3.5
jrE4M9HlYp2AZZ7iQCSIRw,37,8,0.8222222222222222,2.5
DA-ddRqcReCe_DcXKicvsQ,21,0,1.0,4.0
M-snICZb3eYacdvMJIKM5w,8,1,0.8888888888888888,3.5
4ps8XJFZWi9nNwiWUcycVA,17,1,0.9444444444444444,4.0
MWvfffAggIKAV8pBfi-Gyw,5,0,1.0,3.5
REfekXeUbPWGkgvlzSNbpw,3,0,1.0,3.5
esivMfjV4OFS5g8YMuR3UA,9,1,0.9,4.5
CGXBp1FJQCSrAtiKVlAVsA,3,1,0.75,3.0
Hv2BwfsNSsUanW2pJ-VCRA,4,0,1.0,2.5
qK59IR-fNDwvoOF8Wb7tkA,1,0,1.0,2.5
3281FKql3HVOzSVxymjJRg,2,0,1.0,4.0
fzPwuU8295tpDUyCFaIGxw,6,1,0.8571428571428571,3.5
GTR39A2jwNIS_NV8q2r_JA,53,10,0.8412698412698413,3.5
EvXtwyE7dPl4U-bHz52PLg,3,1,0.75,4.5
LGZPjmhEg2QYeGZ2PKnpQw,23,1,0.9583333333333334,3.5
ZckxLuc9lpz9LDAQlMKWiA,6,0,1.0,2.5
CogdxyYsTtyHyTMuj0RgFQ,13,5,0.7222222222222222,3.0
FoKx_RP4kUM-aiGo3wlUUw,18,1,0.9473684210526315,4.0
-M9S1wlZTvv6T9EOo5X2Yw,14,2,0.875,2.5
hvjgF-vnPw2jyL5DBuB0qg,17,1,0.9444444444444444,4.0
V6rzs-QgnuW1CdOn-23nNw,15,1,0.9375,4.0
b83NNHvvWQk-DTTzs-3WLA,2,0,1.0,3.5
Bv-H7ihGKZDQlKZ5wrEwYA,4,0,1.0,4.0
M-SS_Kr0zlC7v8kBSRa74g,32,4,0.8888888888888888,4.0
9kk7eaffUzXwh-KLmKLxzw,3,0,1.0,4.0
tvhcshPITUGa_ffUlU-BHA,2,0,1.0,3.5
esBRj9uPRzwxaW4Lz1XGLA,53,7,0.8833333333333333,4.0
IWOQNyRqWrnqQA5K49eK5g,20,5,0.8,3.5
KIs5vcQLVExjxtEOBNkXdA,5,0,1.0,3.5
