,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
10,hTdJAjSZtHWwqqh5cCeAfA,Red Lobster,3252 Sheppard Ave. East,Scarborough,ON,M1T 3K3,43.778432,-79.311774,3.0,93,1,"{'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'Alcohol': ""u'full_bar'""}","Seafood, American (Traditional), Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
11,i7_JPit-2kAbtRTLkic2jA,John & Sons Oyster House,56 Temperance Street,Toronto,ON,M5H,43.6504156,-79.3817483,4.0,86,1,"{'RestaurantsPriceRange2': '3', 'Caters': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Seafood, Restaurants","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0'}"
12,Ib2-QQytp9eqwaOgY_zeYw,New Orleans Take-Out,1920 Fordem Ave,Madison,WI,53704,43.0984345318,-89.3644666672,4.0,56,0,"{'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'Caters': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Sandwiches, Seafood, Cajun/Creole","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
13,4gwh0q7JsdzHIm_pdYUlZg,ShinBay,7001 N Scottsdale Rd,Scottsdale,AZ,85253,33.5395321685,-111.9245763911,4.5,155,0,"{'GoodForKids': 'False', 'RestaurantsPriceRange2': '4', 'RestaurantsAttire': ""u'dressy'"", 'BikeParking': 'True', 'HasTV': 'False', 'Caters': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'False', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Japanese, Seafood, Restaurants","{'Wednesday': '17:30-21:30', 'Thursday': '17:30-21:30', 'Friday': '17:30-21:30', 'Saturday': '17:30-21:30', 'Sunday': '17:30-21:0'}"
14,uRybQLCYWkC6N19MhaHf_w,Taiwanese Bistro Cafe 33,1711 Shady Ave,Pittsburgh,PA,15217,40.4376110828,-79.9191114697,4.5,205,1,"{'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True'}","Noodles, Seafood, Restaurants, Taiwanese","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}"
15,S-oLPRdhlyL5HAknBKTUcQ,Harumi Sushi,"114 W Adams St, Ste C101",Phoenix,AZ,85003,33.449749181,-112.0753309742,4.5,1107,1,"{'Caters': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'""}","Seafood, Sushi Bars, Restaurants, Japanese","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '16:0-22:0'}"
16,LYWbyu1EQM2o5hwHG5_Ldg,RM Seafood,3950 S Las Vegas Blvd,Las Vegas,NV,89119,36.093063,-115.17631,3.5,928,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'Caters': 'False', 'BYOBCorkage': ""'no'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '3', 'BikeParking': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Sushi Bars, Seafood","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}"
17,TSGBM2z5BTeJvYQAznz8Fg,Jogoya Sushi Seafood Buffet,"2100 S Gilbert Rd, Ste 1",Chandler,AZ,85286,33.2767552948,-111.7921988809,3.5,196,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True'}","Buffets, Seafood, Sushi Bars, Chinese, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}"
18,rvnTFEq7R2ZHg0_CYbBNFw,Village Seafood Buffet,"Rio All-Suite Hotel & Casino, 3700 W. Flamingo Road",Las Vegas,NV,89103,36.118117,-115.187298,3.5,821,0,"{'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '3', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BYOBCorkage': ""'no'"", 'Caters': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'Alcohol': ""'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'""}","Restaurants, Seafood, Buffets","{'Monday': '15:30-21:30', 'Tuesday': '15:30-21:30', 'Wednesday': '15:30-21:30', 'Thursday': '15:30-21:30', 'Friday': '15:30-21:30', 'Saturday': '15:30-21:30', 'Sunday': '15:30-21:30'}"
19,78hGCrQ6wLA2yh8zMywnmw,Wahoo's Fish Tacos,1000 S Rampart,Las Vegas,NV,89145,36.1606833526,-115.2897787476,3.5,303,1,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Gluten-Free, Seafood, Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '8:0-0:0', 'Wednesday': '8:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
20,4v7dr2o5qXsHVGh9tM1KLA,Cajun Yard Dog,901 Crossroads Plz,Fort Mill,SC,29708,35.059358238,-80.9911468998,4.0,104,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'beer_and_wine'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True'}","Restaurants, Cajun/Creole, Salad, Seafood","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}"
